,song,year,artist,genre,lyrics,video_path,most_predominant_topic
566,the-game,1998,def-squad,Hip-Hop,Keith Murray We be's hard to the core sleepin on the floor Step on stage the fly girls adore With the wicked rhymes that you never heard before The lyrical lexicon matador's metaphor Redman I be like yes yes y'allin to the life beatin The Funk Diggy Doc be comin through non sweetened The 7 G Steven I give you 10 minutes of that high powered shit Til your heart stops beatin Erick Sermon s the new member flows tight lethal Scarin those like I made the Scream 2 sequel Still the Grandmaster with the two MC's Def Squad Keith Murray and the are E D Keith Murray And it don't make sense going against I got too many styles E got too much experience Now you can swim or sink or jerk to think Or you could freshen up or let your dirty ass stink I don't give a fuck Redman Wagga wagga wagga Now why you tryin to get funky like my name Big Bub I'm from the Def Squad nigga so show me some love When I spit I grab the dick I'm like Puff I can't stop until I'm in helicopter cockpits Erick Sermon Ain't that right E Dub the top civilian humble with about sixteen million stay hard rock like if I was Charles Dutton if you got balls to test then yo Push the button Keith Murray Yo push comes to shove we rise above and stay dedicated to rap like Ghetto Love People gettin mad from the money we makin but they've been playahatin since days of rollerskatin Redman Yo what's yo name digga comin through non stop I be that nigga fuckin your girlfriend on your block And when I bust that 360 degrees I'm not Busta But put your hands where I can see Erick Sermon Can't be faded me and my Squad is are rated Hear my boys rockin to somethin you can bet I made it If not confiscate it it's like fake it wasn't made by me Red show'em who you be Redman Oh it's my turn to burn to wax again It be's that nigga robbin your crib with the Mack 10 With my nigga E Dub causin troub murder ya like O J with the fuckin same glove Keith Murray And it ain't no half steppin shit we gets to rappin like a nuclear weapon And y'all don't blow up and we always do Take our advice and y'all could blow up too,https://www.youtube.com/watch?v=E4DyRwRY0vw,topic_13
591,turn-up-the-music,2012,chris-brown,Hip-Hop,Turn up the music cause the song just came on Turn up the music if they try to turn us down Turn up the music can I hear it til the speakers blow Turn up the music fill your cup and drink it down If you're sexy and you know it put yo hands up in the air Put yo hands up in the air girl put yo hands up hands up hands up hands up If you're sexy and you know it put yo hands up in the air Put yo hands up in the air girl put yo hands up and Turn up the music just turn it up louder Turn up the music I need it in my life yeah Turn up the music just turn it up louder Turn up the music I need it in my life yeah Whoa oh oh oh oh oh oh oh Whoa oh oh oh oh oh oh oh oh turn up the music Whoa oh oh oh oh oh oh oh Whoa oh oh oh oh oh oh oh oh turn up the music T t turn up the music T turn up the Turn up the music cause the sun just came up Turn up the music if they try to turn us down Turn up the music cause I'm tryna hear the speakers blow Turn up the music fill your cup and drink it down If you're sexy and you know it put yo hands up in the air Put yo hands up in the air girl put yo hands up hands up hands up hands up If you're sexy and you know it put yo hands up in the air Put yo hands up in the air girl put yo hands up and Turn up the music just turn it up louder Turn up the music I need it in my life yeah Turn up the music just turn it up louder Turn up the music I need it in my life yeah Whoa oh oh oh oh oh oh oh Whoa oh oh oh oh oh oh oh oh turn up the music Whoa oh oh oh oh oh oh oh Whoa oh oh oh oh oh oh oh oh turn up the music Save my life just dance with me All I wanna do is party so DJ turn it upppp Girl dance with me just dance with me Girl can I see that I really wanna touch that Baby can I feel that t turn up the Turn it up just dance with me Turn it up just dance with me Turn it up just dance with me Turn it up just dance with me Turn it up just dance with me Turn it up just dance with me Turn it up just dance with me Turn it up Turn up the music just turn it up louder Turn up the music I need it in my life yeah Turn up the music just turn it up louder Turn up the music I need it in my life yeah leggo Whoa oh oh oh oh oh oh oh Whoa oh oh oh oh oh oh oh oh can you turn up the music Whoa oh oh oh oh oh oh oh Whoa oh oh oh oh oh oh oh oh can you turn up baby Turn it up just dance with me Turn it up just dance with me T t t turn it up just dance with me Turn it up just dance with me Turn it up just dance with me T turn it up just dance with me Turn it up just dance with me T t t t t t turn it up just dance with me Don't stop the music,https://www.youtube.com/watch?v=eQWG8BVeryU,topic_13
99,l8r,2012,azealia-banks,Hip-Hop,Yo you rocking with the man crook You can get your man took quicker than your hand shook No frontin its about his paper He a giver Im a taker and a fibber and a faker You gotta spend a lot for this behavior If it aint about a dollar Im a holler at you later Yeah you already know I get the dough and its never slow and it's never slow Let me know and if you dont its whatever yo Pay pay pay Gotta get it gotta get I gotta get it You gotta spend a lot for this behavior If it aint about a dollar Im a holler at you later Light skin world light skin girls Switching his vanilla cause he likes that swirl yeah He like black girls and he love a musician I'm fucking with this older nigga he a fucking magician son He tricking off cause my verse perverse And jerking off when a bitch rehearse him And when I lift the skirt your nigga never gotta be coerced To just squirt and he eats the dessert and thats some real shit I mean real tits nice ass tight twat Dome fucking up a nigga home call a bitch S W A T Uh I get it tighter than a gridlock Open your face and let a bitch squat I tell him you should let his bitch watch Cause she wanna kiss nah I tell her she could lick this box Cause I aint really with that dick swap Even if you switch socks Bitch is fishier than Chip Shop And he was praying that her shit pop Every time I say deeper I get it warmer than a space heater No ordinary taste either it's that candy He was tryna lick it off the seat of my panties I was tryna kick him out but he was like can he Eat a little dinner want to sit with my family Nah there's probably not a lot in this container If it aint about a dollar Im a holler at you later ha,https://www.youtube.com/watch?v=-tP-4m4b3tA,topic_14
100,till-i-die,2012,chris-brown,Hip-Hop,Yo this Virginia Straight from the country right there wit my kinfolk Golds in my mouth and they put 26's on Benzo's Dirt roads back wood They got weed but I've been dope Ratchet nigga we act hood But I'm getting money with these white folk Sippin and I'm faded super medicated Said she wanna check the pole I said Okay Sarah Palin so I lay down and lay in A nigga gon be faded all the way to the AM More drink pour it up More weed roll it up Whoa there ho you know whats up Quit hoggin the blunt bitchch slow down Pimps up hoes down Ass up nose down Damn bitch I do it And this the life we chose Workin all night Swear I'm never going broke And I'mma do this till I die And I ain't talking shit just cause I'm just cause I'm I'm high Oh God oh God OK wow bow Look at me now chief like a Indian Talkin in clouds I'm high as a bitch I'm talking to clouds Off tree every night like I roam with the owls I super soak that ho show em no love just throw em a towel Still rocking Louis Vuitton condom cause I'm so fucking in style wow New crib crash that Drove here cab back Now knock that pussy out yeah that's just a little cat nap Hold up hold up woah Don't be smoking my shit I be smoking that fire And she be smoking my dick More drink pour it up More weed roll it up Whoa there ho you know wassup Quit hoggin the blunt bitch slow down Pimps up hoes down Ass up nose down Damn bitch I do it And this the live we chose Workin all night Swear I'm never going broke And I'mma do this till I die And I ain't talking shit just cause I'm just cause I'm I'm high Smoking choking always rollin something I don't need a key to start my car Bitch I just push a button and theater showing Got a half a mill and spent it like it's nothing Money flowing never sober Smoking till I got concussions no discussions Man I got a condo and got a big crib Pounds all over my kitchen is If I ain't on the road gettin it Then I'm in the hood where my niggas live Did a tour sold it out just bought a pound bout to finish it Now all my pasta got shrimp in it You talk about it I'm living it Fucking little bitch More drink pour it up More weed roll it up Whoa there ho you know wassup Quit hoggin the blunt b ch slow down Pimps up hoes down Ass up nose down Damn bitch I do it And this the live we chose Workin all night Swear I'm never going broke And I'mma do this till I die And I ain't talking shit just cause I'm just cause I'm I'm high Real nigga never frontin' Cause when you got it all Everybody want somethin' Middle finger in the air no fist pump And me Sean and Wiz got this bitch jumping Ah Finally got this bitch jumping Got this bitch jumpin' Fly that's me,https://www.youtube.com/watch?v=6OwdhRHWcrA,topic_14
107,good-drank,2017,2-chainz,Hip-Hop,Used to treat my mattress like the ATM Bond number 9 that's my favorite scent Can't forget the kush I'm talking OG Rest in peace to pop he was an OG Oh yeah 285 I had that pack on me Uh I can not forget I had that strap on me Yeah rest in peace to my nigga Doe All he ever want to do was ball That was the easy part We playing that Weezy hard We sit in the kitchen late We tryna to make an estate Trying to make me a mil So I'ma keep me a plate I told em shawty can leave So I'ma keep me a rake So I'ma keep me a Wraith My jewelry look like a lake Today I'm in the Maybach And that car came with some drapes You know I look like a safe I put you back in your place I look you right in your face Sing to your bitch like I'm Drake Good drank big knots Good drugs I put a four on the rocks Drop top no hot box 12 tried to pull me over pink slips to the cops She said the molly give Put the dick in her rib cage Whips out Kunta Kinte Diamonds clear like Bombay Take your babies no Harambe Play with keys like Doc Dre 3K like Andre Need a girl call her Your trunk in the front well check this out my top in the trunk You play with my money then check this out your poppin the trunk Three mil in a month but I just did three years on a bunk Oh you in a slump I'm headed to Oakland like Kevin Durant What is your point stroll with the Steph or Kevin Durant Lay on on my trap play with my cap and I'll knock off your hat I'm collecting the cheese and killing the rats Gucci Mane call me the cat with the rat I'm swervin but I'm in back of the back I'm Persian man I got hoes from Iraq I'm servin I pay a bird for that He nervous I ain't got no word for that He heard my momma purse is back He mixing the seal with the percocets She perfect and she got perky breast I just want some of that turkey neck Trapper of the year I'm from Boulder Crest You snitch of the year cause you told the best Good drank big knots Good drugs I put a four on the rocks Drop top no hot box 12 tried to pull me over pink slips to the cops She said the molly give Put the dick in her rib cage Whips out Kunta Kinte Diamonds clear like Bombay Take your babies no Harambe Play with keys like Doc Dre 3K like Andre Need a girl call her,https://www.youtube.com/watch?v=hXs1fWCgOW4,topic_14
516,whoa,2013,earl-sweatshirt,Hip-Hop,"Nah no nah nah fuck that Niggas think cause you fucking made ""Chum"" And got all personal that niggas won't go back to that old fucking 2010 shit about talking bout fucking everything all No fuck that nigga I got you fuck that Grab mittens who have to spit blizzardous Actually flick cigarette ash at bitch niggas Harassment ate nickels of hash delay quick and then Dash to Saint Nicholas pad to taste venison Still in the business of smacking up little rappers with Raquets you play tennis with hated for bank lifting and Spraying then hide away in the shade of his maimed innocence Suitcase scented with haze and filetted sentences Advanced apathy smashing the man cameras up Tan khakis an antagonist Dan dappered up Vagabond had it since a Padawan Rapping hot as fucking cattle brands wearing flannel thongs Grab a bong momma and some food beer tag along Get a nice spanking new Sears catalog Send them nettled critics to the bezzle stop dead and wrong Get em higher than the pitch of metal tea kettle songs Four deep in a Rover cannon Riding dirty through a Saugus canyon niggas know that it's the G O L F dub A N G G O L F dub A N G 50 K for the last check But the Dollar Menu still be on deck nigga it's the motherfuckin' G O L F dub A N G G O L F dub A N G Yeah the misadventures of a shit talker Pissed as Rick Ross's fifth sip off his sixth lager Known to sit and wash the sins off at the pitch alter Hat never backwards like the print off legit manga Get it Like a blue pill make ya stick longer Or a swift fist off your chin from his wrist launcher Chick chronic thrift shopper thick like the Knicks roster Stormed off and came straight back like pigs posture Pen Naw probably written with some used syringes From out the rubbish bin at your local loony clinic Watching movies in a room full of goons he rented On the hunt for clues more food and some floozy women Bruising gimmicks with the broom he usually use for Quidditch Gooey writtens scoot em to a ditch chewed and booty scented Too pretentious do pretend like he could lose with spitting Steaming tubes of poop and twisted doobies full of euphemisms Stupid thought it up jot it quick thaw it out Toss it right back like a vodka fifth Spot him on a rocket swapping dollars in for pocket lint Then lob a wad of chicken at a copper on some Flocka shit",https://www.youtube.com/watch?v=anRkutaPS9w,topic_14
529,i-mean-it,2014,g-eazy,Hip-Hop,If I ever said I'm never scared Just know I mean it If I ever said I fucked your bitch Just know I mean it And if I ever said I'm gettin money Just know I mean it And oh Lord oh Lord knows He knows I mean it Yeah you know I mean it You know I mean it Just know I mean it Just know I mean it Oh yeah oh yeah oh yeah If I say that shit then I mean it She calls me I screen it I'm only fuckin if it's convenient You lie on pussy that's weak shit we pass pussy round that's G shit But you ain't fam so what is this we shit You cuff yours and then leash it Listen I'm tellin you it's my world I does what I wish to If you're mad well too bad sounds like a personal issue I walk in they all stare like who the fuck is this dude Kicks game is just rude don't get jiu jitsued Tunnel visions I get ahead stayed solid I never fled My haters feel like I'm better dead but I'm quite alive getting bread instead With a better girl with a better face I'm in a better place gettin better head I just wanna stay broke forever yeah that's that shit no one ever said If I ever said I'm never scared Just know I mean it If I ever said I fucked your bitch Just know I mean it And if I ever said I'm gettin money Just know I mean it And oh Lord oh Lord knows He knows I mean it Yeah you know I mean it You know I mean it Just know I mean it Just know I mean it Oh yeah oh yeah oh yeah Signed Gerald I'm sincere This year I'm in here I'll spell it out to make things clear Meanwhile your end's near I've gotta land and I'm in gear You people wonder who's next up that conversation really ends here You rappers just talk a bunch stress me out I chop a dutch Weak rappers tryna bite the sound but my style is a lot to munch I'm more like whiskey neat and you're more like vodka punch G's dope he might blow up think I know I've got a hunch On my side it's authentic you try to stunt but it's all rented But you're dope you got a bad chick yeah cool bro we all get it She wears a ring came through without it You really think she stay true I doubt it 'Cause I'm fucking your girlfriend and there's nothing you can do about it,https://www.youtube.com/watch?v=CxnaPa8ohmM,topic_14
532,eazy,2007,aceyalone,Hip-Hop,Project low yeah I love it Yeah yeah Whoo coo coo coo I go easy on the coke you know heavy on the green don't pop the pill amphetamine or aspirin only thing I shoot up is the sound at the scene and if the DJ pull up I still do my thing Hey I gotta let you know I'm real real real real tight I'm unprofessional and this is how the session go look I'm exceptional shine real real real real bright West Coast you know and yes I'm gonna test you tonight sensational real real real real psyched motivational I guess it's just a sign of the times and when I'm facin you it's real real real high I got a tune for you more than just a couple of lines I go easy on the coke you know heavy on the green don't pop the pill amphetamine or aspirin only thing I shoot up is the sound at the scene and if the DJ pull up Yo Chali 2Na I'm the viscious contraversial I'm real real real real ill every verse I I pull will lead a horse to water to drink and if they're thirsy for the real real real real deal show no mercy when I spit it cause I want em to think Don't take it personal I'm real real real real straight make it perfect for the people in the place to connect I'm never fake I keep it real real real real safe the type a stuff to show the celebrated respect Say me no sniff coke don't take me fig a joke smoke off the green when I land on the scene Hey who you with take a puff off the spliff everybody know the type of flow you dealin with no pop pill cuz it might make me ill got to spread the word so the people know the deal forget what ya heard yo I got to keep it real lemme roll it up and light it up and smoke it yeah Cause on the mic ya'll I'm real real real real nice so excellent I let it all be known to the world pyro techno real real real real twice far as my heff go betta me keep away from me yeah can't let go I'm real real real real close to the soundset when I hear the rhythm I take manifesto real real real real dope gimme a light bulb first you gotta gimme some mo' Say me no sniff coke don't take me fig a joke smoke off the green when I land on the scene Hey who you with take a puff off the spliff everybody know the type of flow you dealin wit' no pop pill cuz it might make me ill got to spread the word so the people know the deal forget what ya heard yo I got to keep it real lemme roll it up and light it up and smoke it yeah,https://www.youtube.com/watch?v=3jT2BudnEqo,topic_14
536,twisted,2014,50-cent,Hip-Hop,"Here's a little info you should know You don't know what you're in for We get the party rockin bottles poppin' Tonight we gon turn up till we twisted yeah Yeah yeah yeah System thumpin the club is jumpin' Tonight we gon turn up till we twisted yeah Yeah yeah yeah Let's toast to success and take it a little higher May tomorrow bring you everything your heart desires Let your drive and ambition offer you new visions May your gut instinct help you make good decisions This is more than Champagne this is more than just a glass This is a symbol of accomplishment we rarely ever had Let's enjoy tonight like tonight's our last We can focus on the future and reflect on the past We done came so far I mean look where we are If they don't call us by name they call us entrepreneurs From the block to the board room the hood to the high life Skyscraper paper baby life in the limelight Want the best of the best the top of the top I mean the baddest bitch you know the cream of the crop We gotta hustle and have it we better than average More like the elite my nigga we gotta eat Get the party rockin bottles poppin' Tonight we gon turn up till we twisted yeah Yeah yeah yeah System thumpin the club is jumpin' Tonight we gon turn up till we twisted yeah Yeah yeah yeah What was once a strike against us has become an advantage 'Cause we grind when we at it like we stone cold addicts That mastermind the mental is oh so essential Product of the environment they ain't been what we've been through I'm fond of the phrase ""If there's a will there's a way"" 'Cause we come from the parts where only killas could play Southside it's alright ghetto's my Alma Mater huh It's alright We could keep the party jumpin like this all night The bottles just keep em coming baby let's get right Let's get it on play a little Marvin It's gettin hot in here homie this could be a problem Keni Burke style let's keep rising to the top Let's do it do it big and let the fuckin haters watch oh yeah This is perfect this a moment to remember As we proceed on our money getting agenda Get the party rockin bottles poppin' Tonight we gon turn up till we twisted yeah Yeah yeah yeah System thumpin the club is jumpin' Tonight we gon turn up till we twisted yeah Yeah yeah yeah",https://www.youtube.com/watch?v=Tr-m2hanlc0,topic_14
537,fast-cars,2005,aesop-rock,Hip-Hop,Who's that walking with a whole in his head Big bad Bazooka Tooth I came to break bread What's a troop's recipe for treacherous times I tell em fast cars danger fire and knives Fast cars danger fire and knives I got her majesty Athena riding shotty wide eyed I pull the elephant tranq out of my neck gaffle a tank count up the chips wrestle the fangs off of my fist flood a little soldier blood over the ogre acres on some holiday in Cambodia with moter home appraisers Pagans fade into the kodochrome now later with a lid to brow staple revist the cobra landing zone Molar foaming but he hold his own wound coderized by the Zippo he had stole that afternoon And my dog tags jingle by the moster island heart he built Grew up with a Jughead crown tild and tardy slip Be all you can be just never soothed us You lost me in that part about scrubbing piss with a toothbrush Holler scum's lullaby Live from the ultra fly sham city bunker where the coldest cults multiply alarmingly Hush little baby timeout The black market mockingbirds can not sing a lick but lean to peck your eyes out of commission with love out a tradition of wraiths pick on the visions that buzz bet on the kitten's escape solder the piston to pump out a veteran amplifier And magnify through the samelens that set the ants on fire Flush the muppet hootenanny Who could fancy honor circuit when the circle's every duke is clammy Trooper scoop the food in pantry Anti up stupid May delusion feed em foofi candy and pry the gold out of his when lamping Pocket all you can now Block will lead the lambs down to the cold cutlery outfit Slaughter beef and cow tip Pour the chief somefountain soda motor prone to pen the holy opus and pry this monkey off the scoliosis Who's that walking with a whole in his head Big bad Bazooka Tooth I came to break bread What's a troop's recipe for treacherous times I tell em fast cars danger fire and knives Fast cars danger fire and knives I got her majesty Athena riding shotty wide eyed Never mind the bullocks Like every other week these hipster tabloids jumping on and off my sex pistol's bullets Like every other week he spins the bottle Like every other week these fucking fanzines forget if they spit or swallow Too bad your inner sheep never forgets to follow cause my inner greed to feed your hate for loving us is hostile Fortunate for me it coincides with what comes natural so the mongrels that I run with turn the fuck you's into fast food Like a little freak sick of the 3 o'clock bully knuckle dust nursing his last shiner finds the shoebox in his smother's truck Tomorrow's extra curricular punching bag will finger daddy's widow maker out a brown lunch bag This is where the hunch back snake oil peddlers stuck under the burgundy sky of spaghetti westerns tend to bubble up Weathermen huddle up Today the son of one too many yes sir's kings his checkers watch the double jump Back with a platter of hot leeches that'll drink up every bloody drop down to the last diseases it's A E S O P are O see K the peak twister Defender of the son of Vaughn Bode's Cheech Wizard I used to pray the treatments got easier with my aging like serotonin weekends were merely comedic hazing Wrong but along his travels located the key to world peace kill every motherfucker but me You cool with that Cool Bang You Cool Hang You No Uh bang Cool Sorry dog rules is rules And too long have I followed yours I'm trying to get them years back and walk through every cipher with dynamite in a beer hat,https://www.youtube.com/watch?v=eHONpoIUjm8,topic_14
538,i-love-you,1998,dru-hill,Hip-Hop,"The beauty's gone My time wasn't enough I'm spendin it all with you My heart wasn't enough I'm givin it to you My money wasn't enough I'm givin you all that My house wasn't enough but you live in that And now you wanna leave Wish I never told you ""you should leave"" Wish me and you never had my seed No I better stop it that's a lie Cuz girl you were the apple of my eye Took a little time for me to see That girl I need you right here next to me I done let you walk away But I'm not goin out that way no Not that way Not goin out that way I can't live without you Can't be without you I'm beggin you to stay to stay I love you And even though I'm said that you could leave me I wanted other chances to adore you I still believe in you and me I love you Won't you take the time Love you Take the time to see Leave me I don't wanna have to live my life in misery I wasn't ready for you to set me free Adore you I'm in love Don't give our love away Words can't describe how I feel about you Only Heaven knows how much I do Girl I'll put my own life on the line I'd cherish and protect you with my life All that shit I said girl I didn't mean I'd die without your love baby if you leave I could let you walk away But baby I'm not goin out that way Not that way Not goin out that way Cuz I can't live without you Can't be without you I'm beggin you to stay oohhh I love you And even though I'm sayin you can leave me I was just bullshittin baby I wanted other chances to adore you I was just fuckin around Cuz I still believe in you and me yeah Won't you take the time Love you Take the time to see Leave me take the time I don't wanna have to live my life in misery I wasn't ready for you to set me free Adore you I don't wanna live my life without you here Might as well just kill me All my life all my my life I'd sacrifice for you Sacrifice baby I'd sacrifice for you baby I'd sacrifice After that rising sun Is another day begun I won't live without you Won't be without you I'm beggin you to stay Can't you just understand I just don't wanna be with you Please stay I love you And even though I'm sayin you can leave me I wanted other chances to adore you Gonna take my time take my time to give you the love that you want Won't you take the time Love you Take the time to see Leave me I don't wanna have to live my life in misery I wasn't ready for you to set me free Adore you Cuz I love you I love you I love you I love you I love you I love you I love you baby And I still believe in you and me I love you oh I love you I love you I love you I love you I do Waitin for you For you baby I love you We need each other I taught you how to love You taught me how to love And from that we created love I love you You stayed with me when I was doin wrong So why'd you leave me when I started doin right The beauty's gone I love you I love you",https://www.youtube.com/watch?v=6PwE2nokRJ0,topic_14
542,drop-it-low,2009,ester-dean,Hip-Hop,This for boss bitches For money making bitches All my ladies throw your hands in the air I got Patron in my cup And I don't give a fuck Baddest bitch in the club right here They wanna see me drop it drop it drop it Wanna pop it pop it pop it Shake that ass on the floor You wanna see me shake it shake it shake it Yeah you like it like it like it when I drop it real low Yeah boy you like that ooh I can tell that you like that ooh Yeah boy you love it When my booty goes boom boom boom boom boom boom ooh Drop it drop it low girl He told me He said move that ass around me And move that ass around And move that ass around And move that ass around he said Move that ass around And move that ass around And move that ass around And move that ass around I can't stop staring at ya body Put my hands on ya body You sexy for sure You the real deal kinda hotty Come and ride in my Bugati Girl come drop it low Yeah girl I like that ooh yeah I can tell that I like that ooh yeah Yeah girl I loved it When you booty goes boom boom boom boom boom boom boom boom drop it Drop it drop it low girl He told me Move that ass around And move that ass around And move that ass around And move that ass around he said Move that ass around And move that ass around And move that ass around And move that ass around You say you like the way my Booty booty booty booty popped You say you like the way my Booty booty booty booty rocked You say you like the way my Booty booty booty booty dropped dropped Dropped dropped Girl I like the way you booty booty Booty booty popped Girl I like the way you booty booty Booty booty dropped Girl I like the way you booty booty Booty booty Boom boom boom boom boom Boom boom boom yeah Drop it drop it low girl And I told her Move that ass around And move that ass around And move that ass around And move that ass around he said Move that ass around And move that ass around And move that ass around And move that ass around Drop it drop it low girl,https://www.youtube.com/watch?v=5RxFO8DV-9A,topic_14
544,major-distribution,2013,50-cent,Hip-Hop,I'm trying to move 1 one brick 2 brick 3 bricks four more I'm trying to move 5 bricks 10 bricks 20 bricks raw I smoke one ounce staring at the caddy on the showroom floor Now I'm trying to move 5 pounds 10 pounds 20 pounds more boy Run tell the blood's I'm crip and go tell the crips I'm blood Nigga I be tripping bitch I don't give a fuck I put the K on niggas I spray on niggas Come through 2012 XJ on niggas I'm a Apex predator nigga I'm strolling Shooters on deck I break bread and they own me Niggas said I fell off oh you heard I fell off Why the fuck would you be repeating that Nigga I'm rap tycoon make a 100 mill by June Now who the fuck said I can't rap Jack I'm in a dolphins dream I got it for em raw That's that morphin memories except I'm breaking the law I was born a in the stroller with the llama I'm violent I kill a nigga put that on my mama Nah nah don't tell me nothing about none of these niggas I smoke all these niggas for this bread I'm trying to move 1 one brick 2 brick 3 bricks four more I'm trying to move 5 bricks 10 bricks 20 bricks raw I smoke one ounce staring at the caddy on the showroom floor Now I'm trying to move 5 pounds 10 pounds 20 pounds more boy I give a fuck about a fed as I jump up outta bed 5 pounds 10 pounds 20 pounds yeah I'm trying to put this shit away On the low I need a hit a day think you better get away From my oh my I got a bernie that'll fire From Cali to Kingston back to NY Snoop's master kush smoke 9 to 5 Come by and get you some pounds and now you flying high Rub it with the metal with my foot to the pedal G's with the trees and on my level 5 0 you know I go hard these fools caught me bogart Head nigga in charge these nigga's soft as DeBarge But I ain't tripping I'm just flipping my cheese Cause if you really want the bomb come and fuck with your G's I got it always kill always will Had that sit that my nigga get that you hear that I'm trying to move 1 one brick 2 brick 3 bricks four more I'm trying to move 5 bricks 10 bricks 20 bricks raw I smoke one ounce staring at the caddy on the showroom floor Now I'm trying to move 5 pounds 10 pounds 20 pounds more boy 5 AM in the kitchen nigga I'm coughing Bag full of white 8 balls I'm going golfing Now homie got killed last night bought him a coffin Retaliated the same night made him a dolphin Guess that's the life of a yay flipper Choppers making your ass get naked just like a stripper Got cameras for the jackets home invaders man Them niggas coming all black like they Raiders fans All I saw growing up was kilos and gangbanging Then the homie taught me to whip game changing Now I'm breaking down birds on the coffee table Yeah and half them bitches sold fore they off the table Gotta lil nigga want him a half I'm gonna split it The type of nigga work that bitch like it's a skillet Sold them more water stretching like it's elastic Weigh it up in 250's wrap it up in plastic yeah I'm trying to move 1 one brick 2 brick 3 bricks four more I'm trying to move 5 bricks 10 bricks 20 bricks raw I smoke one ounce staring at the caddy on the showroom floor Now I'm trying to move 5 pounds 10 pounds 20 pounds more boy,https://www.youtube.com/watch?v=WDM4Xdnb9w4,topic_14
546,housewives,2015,bas,Hip-Hop,We ain't bout none of that none of that Look at em sippin the sauce You niggas been rippin us off You niggas just talking the most like Housewives Pockets is full of the hope homie Tell em we came for the dope only For the dope only Benjamin Franklins them folks owe me Word to Soulo my nigga I got the loud and it's lit Went to college a bit Pissed off my scholarship quick Now I'm back in the town I'm back in the town A nigga been searching for purpose there's nothin around Back in there makin my old moves wrong move Play the game and nigga no rules poor you You could probably lose your soul too dancing with the devil The seeds were planted back in 02 I guess I learned my lesson 'Cause now a nigga at the O2 London on tilt With the G's ballin like we watch film If you talking Queens nigga please Them niggas reach you we sould put em on stilts I know we cool and all but cool it y'all they pullin off him My nigga who are y'all Don't get my crew involved Look at em sippin the sauce You niggas been rippin us off You niggas just talking the most like Housewives Pockets is full of the hope homie Tell em we came for the dope only For the dope only Benjamin Franklins them folks owe me Don't worry about none of that shit You niggas just talking the most like housewives Millions sold just get a re deployment 'Cause ain't no leader here that we appointed We the only one's that matter now Cut the chatter down Fuck your style this ain't dappered down Wear my own shit still hittin bitches like it's batter round Call me spring training I've been whiling but I'm maintaining Young burrow Bassy Dawg whole borough watch me Fiends boys from the block But we got hoes in the lobby A tree grows from the concrete Like he rose to the top Cocky them boys finna flop But not me your boy been alive Bas Look at em sippin the sauce You niggas been rippin us off You niggas just talking the most like Housewives Pockets is full of the hope homie Tell em we came for the dope only For the dope only Benjamin Franklins them folks owe me Don't worry about none of that shit You niggas just talking the most like housewives Word to Soulo my nigga I got the loud and it's lit Went to college a bit Pissed off my scholarship quick Now I'm back in the town I'm back in the town A nigga been searching for purpose There's nothin around,https://www.youtube.com/watch?v=YyALkCHSh_0,topic_14
552,white-flag-warrior,2010,flobots,Hip-Hop,We request to negotiate We come to you unarmed We desire to communicate You cannot do us harm They want sacrifice They hatch schemes and ask me to follow their path to the afterlife I've got an appetite For nice things and pipe dreams that my enemies could be blasted by New metaphors View that are better for you can't survive if I'm your competitor Rise together or fight separate wars I pray I'm never forced to be a predator Spectres spectate We wont last They glad to hate When gladiators Breathe their last Scream en masse When the dreams do clash Like the swords in the wars Let me bleed on that But they feed on that Say we need strong backs Call us weak If we don't redeem contracts But the feast wont last When this beast attacks The sons and the fathers Will be free at last This is love this is not treason They see sharks in the estuary They claim the arc's Bartholomew's They say war is necessary But we say war is child abuse We'd rather make our children martyrs than murderers We'd rather make our children White Flag Warriors Core to core Were the ones We've been waiting for We hold steady Steadier than stevedores Not tevias or matadors On matters of what came before Forgive the debts To settle scores Test the mettle Either ore Whats your plan got to do with me If the bell tolls let freedom ring And find new ways if we must be King Instead of leading the young to our suffering We pass testaments down scream back at heaven For testing us like Wednesdays at eleven Wanna recruit and train us to act evilly Save it for the shooting range and smack DVDs Won't study war no more this millennium It's never again to me or anyone So think harder when you refer to us Rather make our children martyrs than murderers They shell dwellings to quell the shelling They lift taboos to seduce the cowards They say we're too yellow bellied But we say we're the new superpower We seek waivers to not be liable We claim to speak for a higher truth We stand opposed to the homicidal We tell you you're fireproof,https://www.youtube.com/watch?v=Lsgbb23z27w,topic_14
