song_x,year_x,artist_x,genre_x,video_length,scene_count,frame_count,mot_int_mean,mot_int_std,lighting_met,light_mean,sat_met,sat_mean,col_en,colness,most_predominant_topic
slight-return,2002,the-bluetones,Indie,195,57,5878,0.140232756,0.076257853,-314371.0701,77.16550165,-449053.9194,185.6515375,284.8541534,16.11063498,topic_13
depreston,2015,courtney-barnett,Indie,292,1,7321,0.03713948,0.01484079,62815,25.30716146,-1736757,71.4231684,112.3930337,6.82128264,topic_22
words,2016,birdy,Indie,219,17,5480,0.064136303,0.055318982,321392.4007,78.11302374,-134632.0536,194.3409168,2617.190581,11.584995,topic_4
1901,2011,birdy,Indie,255,80,6376,0.15471696,0.102965498,-231743.8703,74.55856402,-1558749.173,149.4249141,384.0255766,20.57269211,topic_7
garden,2015,c-duncan,Indie,258,68,6470,0.078638268,0.076570936,189832.3781,86.36700408,-1332083.117,147.4812782,490.3830653,31.56252599,topic_4
gravediggress,2013,cocorosie,Indie,331,144,9931,0.149438024,0.123521165,200114.2285,77.03982807,-1336761.024,185.8074473,939.5318481,25.9675262,topic_4
winning-streak,2015,glen-hansard,Indie,199,13,4781,0.12604353,0.073854955,-1649435.883,45.46452302,-1829757.793,198.5459898,435.109752,1.024423743,topic_28
polaroid-picture,2013,frank-turner,Indie,238,100,5975,0.128605026,0.107981585,-221679.8186,98.81025008,752187.1505,197.5752939,446.3075785,37.82162335,topic_28
nothin-on-my-mind,2014,astronomyy,Indie,221,8,5532,0.043595194,0.048098648,862443.0072,96.53881102,-1719734.505,182.5794762,inf,26.48788144,topic_4
losing-you,2014,dead-ceremony,Indie,235,98,7073,0.030870204,0.051091348,-191508.8892,33.18105383,-1043961.661,79.95901069,,25.74594477,topic_13
earthquake,2012,freedom-fry,Indie,204,69,4920,0.142143133,0.08946309,-495835.2978,75.67889784,-1387663.933,125.7453025,354.7208867,26.39784572,topic_4
picture-me-gone,2014,ariel-pink,Indie,361,70,8670,0.079910858,0.074928632,-64249.05859,57.17277218,-1495647.201,114.0602018,186.2266473,21.95710071,topic_13
a-rush-of-blood,2016,coasts,Indie,288,162,6913,0.135044102,0.081820019,-41465.79372,68.19315836,-1372063.445,124.993813,226.9461218,23.3044839,topic_6
the-rip-tide,2011,beirut,Indie,272,13,6816,0.057212641,0.049421431,734138.685,75.52688909,-1079019.785,143.0164063,425.6936961,32.24756758,topic_12
golden-green,2016,agnes-obel,Indie,238,66,5967,0.098711769,0.076510129,-1388419.855,61.53251159,-1691910.215,183.6010305,343.4192121,16.78985742,topic_8
games,2014,claire,Indie,264,46,6614,0.08615826,0.057241666,447366.1098,56.90645379,-1722613.124,142.4426679,275.2452493,17.0089566,topic_7
fallout,2014,catfish-and-the-bottlemen,Indie,235,75,5891,0.182355044,0.099625266,-63612.45918,78.76657295,-1699458.123,149.1317746,,23.47356655,topic_4
already-home,2014,a-great-big-world,Indie,230,88,5529,0.117415633,0.094103877,-696734.1783,74.40926732,-1564518.241,159.120318,398.4324649,16.89913167,topic_22
the-wolves,2011,ben-howard,Indie,198,101,4963,0.192943595,0.168264795,417469.6935,87.62666886,-443379.7322,145.006115,475.9010516,14.85871486,topic_7
kathleen,2014,catfish-and-the-bottlemen,Indie,164,71,4111,0.04054897,0.035001634,-4832191.116,103.3698167,398731.2807,202.8426605,13493.19178,18.14327011,topic_7
start-again,2014,bishop-allen,Indie,226,121,5442,0.117479758,0.099528575,-13429.44892,86.30762955,-836178.9002,167.0651478,414.1307914,35.97465198,topic_12
arrows,2014,fences,Indie,268,74,6440,0.097607688,0.074638498,-309610.5814,80.68956788,-984709.7325,151.1302465,442.6065536,30.64019521,topic_21
what-have-i-done,2008,anna-ternheim,Indie,224,13,5392,0.080439685,0.03952741,-304416.9399,65.54373977,-572327.8579,143.973308,208.0797147,16.66113337,topic_21
people-help-the-people,2011,birdy,Indie,257,3,6430,0.127945991,0.097451543,-1523573.088,30.06523468,-42642.35614,249.1508238,882.1584361,0.056409622,topic_11
atlas-hands,2011,benjamin-francis-leftwich,Indie,176,56,4403,0.12038217,0.103937668,627582.3997,89.7786573,-1633173.633,131.6340252,612.1201052,26.55821552,topic_21
fossils,2015,circa-waves,Indie,171,112,4127,0.178689572,0.118917045,-584225.1701,48.66782236,-1045160.995,147.6758428,202.5293042,17.12218505,topic_21
southern-sun,2013,boy-and-bear,Indie,287,26,6899,0.093702647,0.078867252,693854.3795,63.47585576,-1759786.643,164.3125352,424.077741,8.064703623,topic_16
fireproof,2016,coleman-hell,Indie,173,1,4160,0.096837035,0.071930325,304605,32.81123698,0,189.9539714,319.9021303,0,topic_19
dayzed-inn-daydreams,2014,ariel-pink,Indie,291,1,8759,0.003127853,0.001716444,2544472,184.9300781,2608364,251.584184,1759.642389,35.49746741,topic_14
sister,2016,angel-olsen,Indie,520,119,12502,0.096412381,0.101155,333058.8104,66.56600123,-1549113.502,182.0259517,,14.20738963,topic_22
wings,2013,birdy,Indie,264,100,6619,0.109641122,0.08470421,-62796.7906,69.24222757,-1470425.148,135.1292418,457.1784325,26.91202899,topic_15
give-us-a-little-love,2011,fallulah,Indie,223,1,5593,0.1467775,0.072908536,-353426,34.35838108,0,255,inf,0,topic_19
tallest-dreams,2011,freedom-fry,Indie,229,2,5503,0.061752804,0.041374181,657322.6079,92.1490371,-1384606.103,128.3880434,,39.10626187,topic_13
hiphopopotamus-vs-rhymenoceros,2008,flight-of-the-conchords,Indie,257,39,6187,0.032375126,0.023420439,-1687050.219,54.18578773,-998286.5899,179.0215912,145.4965784,22.22254128,topic_22
wasted-love,2015,city-and-colour,Indie,175,20,4221,0.122072893,0.069869358,350278.6835,50.4459587,-1506548.472,211.3792632,785.7788849,12.78969288,topic_22
t-shirt-weather,2015,circa-waves,Indie,204,134,5107,0.15521069,0.074794416,-1325242.654,82.97535058,-675160.0403,142.4863416,278.4465403,41.06814815,topic_17
rango,2014,catfish-and-the-bottlemen,Indie,186,1,4469,0.04327275,0.062991082,2845942,120.934209,0,249.4617188,3526.052874,0,topic_19
i-forget-where-we-were,2014,ben-howard,Indie,252,8,6325,0.033905387,0.060938003,1096950.753,75.28279657,-1773342.91,139.2117953,422.7999908,13.54566282,topic_13
old-pine,2011,ben-howard,Indie,333,92,8344,0.156320026,0.124788093,738087.6655,117.4790372,593291.2393,144.1724995,1951.815515,42.52837116,topic_14
running-with-the-wolves,2014,aurora,Indie,217,21,5450,0.080270735,0.04953584,296790.5323,49.45623633,-1750279.467,154.5545589,256.951102,9.869309697,topic_22
sugalumps,2009,flight-of-the-conchords,Indie,181,47,4363,0.136104057,0.087171471,-209550.6053,81.81772251,-855810.7839,157.8341316,298.6130227,33.29692131,topic_14
breaking-point,2013,bullet-for-my-valentine,Metal,223,246,5357,0.229757959,0.095235589,-392455.4019,93.5429085,-171543.5703,170.0706994,391.2240674,50.10969268,topic_17
chelsea-smile,2008,bring-me-the-horizon,Metal,252,104,6313,0.092102247,0.0751068,-2708180.01,62.77434408,-1099795.508,136.2679265,,27.52696675,topic_7
vilify,2013,device,Metal,221,188,5314,0.159078874,0.07587559,-413687.8139,42.95721659,-1287040.766,145.0623233,186.7150504,11.85984618,topic_15
as-a-butterfly,2014,dead-by-april,Metal,293,120,7340,0.16191693,0.086706306,-207016.5034,55.75585618,-1524283.853,148.3825276,239.0191089,9.276427831,topic_15
hope-vol-2,2006,apocalyptica,Metal,241,117,6030,0.10486123,0.067309802,-425104.7536,111.20132,871695.4594,195.4894205,744.906136,40.67062942,topic_28
fade-away,2006,diecast,Metal,243,191,7312,0.202786367,0.088188658,50602.08151,86.90778123,-103216.7872,194.7455649,363.6008455,22.32256056,topic_15
an-open-letter-to-myself,2012,architects,Metal,198,18,4970,0.194232201,0.131379227,183105.0871,39.33101901,0,238.8694736,inf,0,topic_15
beaten-in-lips,2014,beartooth,Metal,246,73,5907,0.077557256,0.04677335,-1279967.238,49.86954121,-1493252.905,127.9377105,133.0665552,26.42452402,topic_24
ministry-of-saints,2008,edguy,Metal,233,138,5838,0.12090815,0.066750672,-256630.9848,60.52319689,-336723.3356,143.2012918,215.3188802,16.59425267,topic_22
the-great-unknown,2012,the-ghost-inside,Metal,189,172,5693,0.233349759,0.079803631,-181503.1558,90.76458124,-700844.6229,174.6944496,441.1048225,21.66619677,topic_15
what-if-i-was-nothing,2012,all-that-remains,Metal,272,66,6547,0.12561298,0.072101728,-136417.7503,52.11854676,-1719695.889,105.7504377,163.3711241,16.34083095,topic_14
god-alone,2013,altar-of-plagues,Metal,264,88,6614,0.217600925,0.216210636,573952.2401,38.46618991,3923.628666,165.4735748,inf,0.009112619,topic_13
machine,2013,born-of-osiris,Metal,301,172,7244,0.301464055,0.110687353,689960.4967,77.69865921,-1308315.543,205.5293275,inf,9.012674364,topic_7
black-winter-day,1994,amorphis,Metal,230,20,3458,0.123539505,0.086791403,-200353.1706,56.86657636,-604297.7076,196.2048005,507.4089512,8.529317819,topic_17
strange-machines,1995,the-gathering,Metal,397,90,9929,0.120216318,0.072447826,-292725.9611,82.93158788,-407474.5139,167.6874623,359.0631503,29.74743444,topic_7
my-funeral,2016,dark-funeral,Metal,373,187,9342,0.107940175,0.081552715,-491307.061,92.66232341,725309.8331,189.9045449,461.6023345,15.2652927,topic_25
safe-home,2003,anthrax,Metal,299,159,7485,0.156299583,0.088307094,215010.8167,71.79442639,-692812.8071,139.481125,385.4333679,25.27056841,topic_29
love-tyger,2014,edguy,Metal,266,94,6671,0.10239759,0.133417302,318109.4629,94.83354406,-371702.204,159.72953,inf,51.18133194,topic_22
i-will-live-again,2007,arch-enemy,Metal,212,120,6373,0.205488127,0.152591091,-288104.9024,86.94375434,110198.5983,139.5305127,,34.59308893,topic_14
lovebirds,2013,fall-city-fall,Metal,137,54,3312,0.194801006,0.114038675,-54167.07277,56.41618721,-1532341.851,115.5720416,202.2952501,17.14226805,topic_14
engine-45,2012,the-ghost-inside,Metal,254,78,6106,0.080808449,0.059904601,-1329704.504,44.52601353,-1280498.811,155.9609556,193.2334896,9.756356804,topic_14
shadow-moses,2013,bring-me-the-horizon,Metal,254,77,6354,0.218580416,0.190193971,1214716.544,104.0590745,257837.1358,214.1187892,2037.339982,23.94590319,topic_16
stand-up,2012,all-that-remains,Metal,243,243,5840,0.348370325,0.145889485,511116.6457,86.94613762,-864717.9805,143.0412202,367.4435395,21.26918032,topic_16
the-promise-of-fever,2003,cradle-of-filth,Metal,367,107,5512,0.122680539,0.08581725,-242474.5016,41.2655028,-180771.8316,180.5606978,253.2364539,8.960220944,topic_12
my-electricity,1999,the-gathering,Metal,227,18,3407,0.0728192,0.074161882,340942.6167,100.9585534,-82728.85442,217.9442652,6827.335432,12.21479188,topic_14
tears-dont-fall,2006,bullet-for-my-valentine,Metal,276,184,6646,0.251009001,0.095965798,-99862.07839,85.65842989,322772.0582,180.2589592,496.6764327,39.48601149,topic_19
metal-on-metal,1982,anvil,Metal,288,67,8662,0.094446089,0.067942696,-126749.4543,77.07217202,-763927.3859,139.2956592,273.9674778,28.2102441,topic_22
leather-lord,2012,3-inches-of-blood,Metal,227,227,5471,0.27400652,0.154632722,167838.7933,91.35285352,12520.17035,214.1923784,616.6350115,50.30624271,topic_14
fading-away,2007,demon-hunter,Metal,264,265,7923,0.187741771,0.113855726,-69620.51609,57.68928597,-145845.9875,139.9112856,207.1796508,11.35733593,topic_22
abcdefg,2013,alison-gold,Metal,226,128,5442,0.130894667,0.077653888,-457800.147,86.61217131,-572133.6996,153.1367703,336.5697692,40.04172631,topic_14
army-of-noise,2015,bullet-for-my-valentine,Metal,276,236,6911,0.216797951,0.104644082,-172180.0553,89.8250376,-421798.5833,175.8574687,463.9786066,43.53972403,topic_22
progenies-of-the-great-apocalypse,2003,dimmu-borgir,Metal,215,162,5399,0.136314418,0.094382907,-205228.1937,105.529855,682400.2191,208.964816,,14.60436368,topic_22
wolverine-blues,1993,entombed,Metal,142,54,3569,0.110397772,0.076952944,-373221.8072,124.2417445,1218517.813,202.0616852,433.0691007,65.71541876,topic_14
crossroads,2011,dead-by-april,Metal,176,6,4420,0.164636962,0.119951395,1154584.736,67.71766374,-1798117.336,219.1779973,962.1404783,3.840564364,topic_24
synthetic-generation,2009,deathstars,Metal,233,167,5828,0.172432428,0.110317668,93694.35861,55.3352841,-409092.9353,124.8002865,235.2086385,13.34886436,topic_22
black-celebration,2010,crematory,Metal,296,185,7405,0.233516747,0.144947062,195457.0101,91.50078646,-988181.1643,138.7473782,650.0297376,24.21614239,topic_15
stranger-aeons,1991,entombed,Metal,213,99,5326,0.192633152,0.128211223,12018.73545,56.5800901,-690688.5623,138.4071393,492.7501799,16.02911266,topic_12
prey-for-me,2014,the-color-morale,Metal,240,44,5779,0.092872896,0.077507183,-1108347.966,29.27461651,-1695389.075,110.4971576,139.4903094,11.36634263,topic_14
secrets,2020,eternal,Metal,202,130,5060,0.164171484,0.08992724,-186031.0138,105.0994171,494746.9028,142.6639747,272.5510649,46.90727996,topic_19
not-ready-to-die,2004,demon-hunter,Metal,247,137,7420,0.207524284,0.131832706,-243130.5113,58.63887222,-367698.8028,185.0243738,inf,22.34388613,topic_27
resurrection,1998,fear-factory,Metal,261,134,6266,0.093402444,0.080615958,-154551.1012,35.49086182,-817669.8987,79.29471039,,31.99509882,topic_16
calling,2011,dead-by-april,Metal,233,140,5841,0.137023763,0.113515892,-1603649.446,58.02241581,-1310049.839,162.827199,,13.09572337,topic_15
the-pride,2007,five-finger-death-punch,Metal,242,173,7261,0.222268214,0.101773732,3539.702933,99.59574479,-200128.0205,172.4389614,371.8096959,56.6917962,topic_8
memorial,2012,caliban,Metal,263,67,6588,0.145433477,0.102361144,-434593.1662,47.69730195,-1695587.292,131.9925207,239.2000233,14.08959723,topic_8
beethoven-i-love-to-listen-to,1987,eurythmics,Pop,325,145,9774,0.128028295,0.087620402,0,101.9466396,0,36.03931103,,17.82452194,topic_7
the-color-of-love,2002,boyz-ii-men,Pop,223,128,6693,0.179541639,0.109029907,0,68.31796363,0,105.7148693,182.1891483,31.73056572,topic_7
shades-of-grey,2012,delilah,Pop,239,30,5990,0.099168403,0.06582431,0,59.01313356,0,31.44734098,,19.64419061,topic_7
cough-cough,2013,everything-everything,Pop,221,72,5539,0.24277522,0.15046211,0,62.75909033,0,61.89394892,,35.96715751,topic_7
breathe,2005,erasure,Pop,226,122,5653,0.128318844,0.075980221,0,64.04743336,0,58.09590649,56.99137695,19.06285196,topic_15
body-moves,2020,dnce,Pop,251,175,6038,0.199448936,0.101836559,0,68.5956878,0,83.34282079,,46.27558586,topic_2
beggin-for-thread,2014,banks,Pop,254,17,6117,0.119553991,0.091346806,0,23.92577016,0,2.379394797,,1.0286858,topic_28
i-saved-the-world-today,1999,eurythmics,Pop,286,75,7174,0.116684163,0.075597534,0,38.31189732,0,111.4668944,42.74552315,13.29662799,topic_15
kings-queens,2015,brooke-fraser,Pop,217,88,5223,0.104076428,0.069896578,0,34.81427704,0,33.59129952,24.62676798,8.972297179,topic_7
fall-into-light,2012,beca,Pop,236,82,5683,0.078317647,0.051715151,0,49.14719385,0,38.37239643,58.67023302,22.51479997,topic_12
suga-suga,2003,baby-bash,Pop,244,173,5864,0.195014323,0.084684914,0,74.12950524,0,128.857493,,46.87234965,topic_13
would-i-lie-to-you,1985,eurythmics,Pop,308,58,7724,0.102217799,0.04860823,0,50.34655404,0,75.20473333,74.43597791,19.06189645,topic_17
adrenaline,2007,emma-pollock,Pop,271,210,6779,0.209540648,0.112934566,0,64.40200319,0,72.49500643,,20.43821946,topic_22
iceblink-luck,1990,cocteau-twins,Pop,196,17,4925,0.126190115,0.073870822,0,73.29961769,0,84.70569078,312.5323512,37.43275252,topic_5
this-house,1991,alison-moyet,Pop,234,15,5858,0.149428716,0.087684307,0,82.82582306,0,167.6098576,638.7541171,61.71674861,topic_17
end-of-the-road,1991,boyz-ii-men,Pop,254,36,6103,0.101184518,0.064040881,0,63.46226743,0,69.63265385,111.5314849,38.38474928,topic_12
starry-eyed,2010,ellie-goulding,Pop,177,101,4449,0.171535937,0.090522812,0,109.3427579,0,73.21376439,,24.82173751,topic_14
bananza-belly-dancer,2004,akon,Pop,247,178,5942,0.166025134,0.077391498,0,44.26858897,0,205.6018014,,57.39909952,topic_17
give-me-a-reason,2000,the-corrs,Pop,207,109,5200,0.163894706,0.144466319,0,56.95028972,0,119.1938082,,29.10202514,topic_24
in-the-rough,2005,anna-nalick,Pop,223,195,6700,0.163132204,0.069916113,0,42.87482746,0,100.5957112,176.1686303,26.00985397,topic_18
dat-good,2012,abrina,Pop,223,87,5373,0.185179497,0.090651944,0,74.77400684,0,85.53663442,,37.00595365,topic_13
sk8er-boi,2002,avril-lavigne,Pop,220,237,6601,0.276422464,0.099741116,0,81.70745971,0,112.9842097,277.2718049,23.30989538,topic_5
perfume,2013,britney-spears,Pop,263,156,6321,0.099012392,0.071629543,0,34.69267761,0,62.03799145,,18.70577408,topic_13
let-it-go,2013,demi-lovato,Pop,229,77,5517,0.114314629,0.087399441,0,61.52933461,0,86.98982318,215.7179688,30.21196187,topic_22
dear-to-me,2017,electric-guest,Pop,239,14,5757,0.099472746,0.076006311,0,83.7776022,0,0.725314877,,0.405411737,topic_24
evacuate-the-dancefloor,2009,cascada,Pop,207,156,5189,0.114602345,0.071342318,0,36.13448022,0,119.7572736,93.9233821,44.61603275,topic_16
i-belong-in-your-arms,2012,chairlift,Pop,209,93,6275,0.138248667,0.088871377,0,137.0896443,0,51.85422758,,27.41625169,topic_8
the-bait,2012,electric-guest,Pop,188,72,4528,0.122126149,0.071275236,0,54.22253731,0,94.27611908,inf,27.73149917,topic_6
bunny-rose,2015,braids,Pop,239,34,2873,0.076481095,0.096811592,0,73.0672718,0,63.60987892,129.5479656,18.7391491,topic_24
if-we-were,2006,belinda,Pop,207,185,5185,0.277570049,0.127535871,0,60.99879808,0,138.8860775,268.2636737,23.08794155,topic_24
this-head-i-hold,2012,electric-guest,Pop,266,171,6408,0.134123542,0.092422965,0,68.24280785,0,76.37991384,371.3522685,18.6635356,topic_16
the-spirit-was-gone,2010,antony-and-the-johnsons,Pop,233,11,5837,0.108771039,0.076847344,0,56.28541389,0,54.69523456,,7.619898595,topic_4
what-about-love,2014,austin-mahone,Pop,234,143,5622,0.214243823,0.097465378,0,105.2266043,0,104.7752046,390.9633111,41.56289874,topic_19
never-close-our-eyes,2012,adam-lambert,Pop,267,105,6432,0.128284777,0.079429317,0,65.44049972,0,53.52170137,,21.06994639,topic_4
kiss-the-girl,2007,ashley-tisdale,Pop,202,145,6066,0.220290434,0.081084296,0,88.28140721,0,116.5912595,,47.6966187,topic_17
1999,2015,active-child,Pop,250,30,6001,0.055733176,0.069751385,0,72.30866596,0,56.95692791,176.8302171,28.27168406,topic_24
heaven,2014,beyonce,Pop,235,116,5642,0.167165689,0.142553427,0,88.02936827,0,54.78602586,,18.46910391,topic_17
sitting-on-top-of-the-world,2012,delta-goodrem,Pop,232,35,5814,0.069390613,0.047895314,0,63.22107854,0,56.84458816,inf,43.37120246,topic_4
holding-out-for-a-hero,1986,bonnie-tyler,Pop,284,75,6817,0.136548015,0.089594074,0,61.91652669,0,117.1122645,,28.52024841,topic_4
complicated,2002,avril-lavigne,Pop,251,221,7559,0.204564078,0.070971351,0,72.88926207,0,128.3965329,287.3948472,40.60238679,topic_7
looking-for-love,2010,diddy-dirty-money,Pop,304,153,7298,0.140135138,0.117896847,0,33.86148095,0,64.75301022,,19.79505738,topic_3
cheers-then,1983,bananarama,Pop,215,31,5384,0.070794131,0.068585426,0,51.87291591,0,46.57994308,,17.24015126,topic_8
surfboard,2019,cody-simpson,Pop,219,95,5278,0.142121591,0.104213457,0,71.14428091,0,42.09634172,,17.26904502,topic_8
careless-whisper,2012,bananarama,Pop,238,180,5963,0.196042363,0.096522074,0,76.08616455,0,106.5781972,155.5596613,31.56186746,topic_8
when-the-bassline-drops,2016,craig-david,Pop,185,83,4636,0.150151183,0.075701828,0,62.10366725,0,79.98550525,,25.52560225,topic_20
anything-for-you,1987,gloria-estefan,Pop,237,3,7113,0.103785229,0.059924348,0,52.10870496,0,135.2933795,144.5680526,36.3297733,topic_8
lost-in-your-eyes,1989,debbie-gibson,Pop,229,24,6896,0.131614117,0.09382657,0,119.9371072,0,45.35386287,102.9104804,19.7992767,topic_8
father-figure,1987,george-michael,Pop,336,39,10084,0.144600663,0.100326291,0,90.95274158,0,55.99906423,105.4506032,17.81052246,topic_24
crush-1980-me,2002,darren-hayes,Pop,244,133,6123,0.150500761,0.062551069,0,65.07604453,0,90.27993023,131.1377333,45.98608272,topic_8
gina-works-at-hearts,2014,dz-deathrays,Pop,218,58,5461,0.132418969,0.077665636,0,105.2700304,0,31.72910508,,16.20667782,topic_8
shower,2014,becky-g,Pop,219,54,5273,0.154940291,0.103458544,0,117.7142087,0,53.88711537,,22.20312778,topic_15
romeo,2016,chairlift,Pop,203,108,4882,0.123248118,0.065978851,0,56.23429646,0,74.95188467,,35.01653972,topic_8
slumber-party,2016,britney-spears,Pop,244,137,5864,0.147960527,0.113360159,0,70.83193323,0,152.336306,,48.93348573,topic_23
compliment-your-soul,2014,dan-croll,Pop,178,100,4457,0.211133029,0.121362768,0,125.5115128,0,58.88834423,153.6438229,21.00483988,topic_8
here-she-comes,1985,bonnie-tyler,Pop,206,50,6210,0.148247814,0.117074841,0,100.8297441,0,87.08538094,267.7066153,38.6275973,topic_8
living-addiction,2013,alex-goot,Pop,226,132,5427,0.154950467,0.053466002,0,79.0314203,0,52.27304219,,23.00728857,topic_8
something-bout-love,2010,david-archuleta,Pop,237,116,7127,0.17494971,0.098105379,0,84.12600315,0,84.58820473,602.2294542,40.03926328,topic_8
there-must-be-an-angel-playing-with-my-heart,2005,eurythmics,Pop,282,46,7072,0.10039308,0.067106432,0,85.13505095,0,108.1256969,366.7177736,41.82819262,topic_8
leave-a-trace,2015,chvrches,Pop,237,138,5933,0.177621637,0.221006269,0,48.53471126,0,69.10523491,,14.84417657,topic_8
casey,2007,darren-hayes,Pop,301,95,3620,0.108077158,0.093290351,0,46.93457719,0,152.7035096,347.3925855,63.72069484,topic_8
cut-the-world,2012,antony-and-the-johnsons,Pop,280,8,7004,0.062231232,0.059265929,0,61.40944908,0,12.79545758,,8.808894398,topic_8
always-breaking-my-heart,1996,belinda-carlisle,Pop,183,137,4594,0.156684025,0.090420101,0,61.99961184,0,77.89198139,157.2214,61.58078127,topic_8
fireflies,2009,chris-garneau,Pop,194,127,4660,0.167458272,0.137068363,0,69.17838153,0,105.3669145,,45.66412681,topic_8
second-hand-heart,2015,ben-haenow,Pop,239,74,5748,0.149995418,0.081412136,0,68.05572616,0,23.42970792,48.77082472,11.93884259,topic_7
raindrops,2009,basement-jaxx,Pop,207,97,5179,0.124730202,0.084913328,0,68.32859848,0,94.79827092,,51.28278168,topic_8
miracle,2006,cascada,Pop,221,143,5530,0.271643502,0.111549911,0,114.9986598,0,123.885021,,32.63842717,topic_8
pusher,2014,alt-j,Pop,233,1,5841,0.035512208,0.023664684,0,27.22048611,0,27.96918837,8.325838554,6.025690694,topic_8
painkillr,2014,erika-jayne,Pop,142,18,3431,0.225676473,0.116540077,0,66.0800368,0,0.513485943,,1.032175129,topic_8
overprotected-the-darkchild-remix,2014,britney-spears,Pop,214,246,6427,0.188865906,0.093344824,0,66.78890388,0,97.78223442,229.8923184,34.29297523,topic_8
young-heart,2014,blondfire,Pop,233,1,7013,0.003086071,1.45E-05,0,86.52882378,0,74.46761285,241.7424147,69.71621268,topic_8
under-the-sheets,2010,ellie-goulding,Pop,231,121,5797,0.22258753,0.111429194,0,99.76900652,0,93.62688997,,30.45377565,topic_8
swagger-jagger,2012,cher-lloyd,Pop,205,192,5142,0.240172179,0.08542742,0,103.0836263,0,88.33763148,250.5564417,33.57239565,topic_8
mr-sleaze,1987,bananarama,Pop,232,187,5807,0.183090041,0.087690634,0,68.28622697,0,99.10797957,,32.81171888,topic_8
minor-earth-major-sky,2019,a-ha,Pop,268,69,6715,0.126847335,0.11169281,0,85.84594496,0,50.11337168,,19.88005222,topic_8
goodies,2004,ciara,Pop,236,218,7099,0.253974378,0.101941961,0,80.34150257,0,122.7558711,223.7056386,31.06317964,topic_8
live-in-this-city,2012,dragonette,Pop,178,143,4275,0.216730801,0.072414373,0,116.9828377,0,60.74458505,,23.95764332,topic_19
fine-by-me,2011,andy-grammer,Pop,179,115,4297,0.237238203,0.11141728,0,97.51002237,0,69.49880609,,22.52396114,topic_12
scarecrow,2014,alex-sierra,Pop,207,23,4978,0.117861051,0.067895921,0,90.63101195,0,42.89930399,,27.46555044,topic_17
look-no-further,2008,dido,Pop,203,60,5092,0.181071218,0.107203376,0,78.24884996,0,104.2760784,276.9068591,35.1011642,topic_16
truly-madly-deeply,2007,cascada,Pop,179,152,4487,0.182323439,0.077799971,0,82.21804661,0,69.51472085,125.5447011,35.21757138,topic_16
we-belong-to-the-sea,2000,aqua,Pop,247,78,6194,0.16442826,0.095455099,0,90.5840262,0,114.2971564,,34.28350461,topic_12
the-ladder,2010,andrew-belle,Pop,228,31,6847,0.100913115,0.080764917,0,161.2730426,0,106.6084299,2724.797906,17.14705301,topic_28
i-feel-you,1993,depeche-mode,Pop,271,50,8139,0.178616648,0.128570215,0,46.09780217,0,4.160755175,4.301362068,2.0800715,topic_16
dripping-down,2014,east-india-youth,Pop,256,2,6401,0.059807203,0.062373699,0,53.97936023,0,5.581504876,,3.38249159,topic_16
u-make-me-wanna,2004,blue,Pop,235,137,5896,0.26183179,0.115805254,0,102.2506311,0,134.7571787,,47.70667852,topic_28
la-la-land,2008,demi-lovato,Pop,222,136,5347,0.209853623,0.109753902,0,78.26117675,0,94.46661021,,39.12899721,topic_16
greatest-day,1998,beverley-knight,Pop,237,34,5946,0.144138501,0.068820075,0,70.03358349,0,64.18714677,359.8163829,19.56289259,topic_22
three-little-birds,2007,connie-talbot,Pop,184,41,5523,0.1338654,0.054558253,0,70.77725938,0,108.5355312,198.6073393,57.02371109,topic_15
touch-my-hand,2008,david-archuleta,Pop,266,74,7995,0.235404229,0.122542796,0,57.66533635,0,26.77355299,,9.306282124,topic_16
bad-boys,2015,alexandra-burke,Pop,239,189,5756,0.173142296,0.064475823,0,56.68615225,0,112.3636437,83.35970824,25.71712475,topic_16
masquerade,1982,berlin,Pop,270,75,8128,0.118467241,0.09661486,0,45.82483912,0,104.8398304,236.9665122,20.72663257,topic_12
innocent-eyes,2003,delta-goodrem,Pop,234,98,5875,0.187906342,0.113995022,0,62.30672213,0,124.7333885,363.1772257,37.01890468,topic_26
diva,2008,beyonce,Pop,245,95,7380,0.197071271,0.121192173,0,61.76628961,0,25.93035054,73.22492538,3.474290443,topic_8
bad-boy,2015,den-harrow,Pop,272,93,6809,0.149358331,0.091904677,0,71.65377609,0,109.4232605,,41.41732723,topic_0
your-type,2015,carly-rae-jepsen,Pop,256,62,6148,0.069216881,0.058385546,0,37.78877152,0,70.43542825,69.38700823,34.35820054,topic_7
you-are-the-one,1988,a-ha,Pop,230,84,5757,0.195303869,0.087783666,0,98.94497242,0,55.72908746,,33.81595353,topic_8
suddenly,2007,ashley-tisdale,Pop,214,27,5146,0.087213688,0.090711996,0,105.6791314,0,52.00678777,147.9287204,24.34451049,topic_7
radar,2007,britney-spears,Pop,221,70,5312,0.201723138,0.093186396,0,91.09807731,0,73.26230813,,26.57429579,topic_25
only-u,2004,ashanti,Pop,214,140,5352,0.165671996,0.096621953,0,47.96918891,0,132.65956,114.1170587,44.6439884,topic_29
do-you-feel-like-i-feel,2013,belinda-carlisle,Pop,250,213,7517,0.153032195,0.071752923,0,43.627125,0,125.2494314,75.06052127,22.51178116,topic_8
